id|name|sub_category|description|category
WAAPRSH|Work activities on principal job : applied research|Work Activities|WAAPRSH indicates whether or not the respondent spent at least ten percent of time in his/her principal job in applied research during a typical work week.  In the survey, applied research is defined as study directed toward gaining scientific knowledge to meet a recognized need.  Other variables regarding work activities include WAACC, WABRSH, WACOM, WADEV, WADSN, WAEMRL, WAMGMT, WAOT, WAPROD, WAQM, WASALE, WASVC, and WATEA.|Employment
WABRSH|Work activities on principal job: basic research|Work Activities|WABRSH indicates whether or not the respondent spent at least ten percent of time in his/her principal job in basic research during a typical work week.  In the survey, basic research is defined as study directed toward gaining scientific knowledge for its own sake.  Other variables regarding work activities include WAACC, WAAPRSH, WACOM, WADEV, WADSN, WAEMRL, WAMGMT, WAOT, WAPROD, WAQM, WASALE, WASVC, and WATEA.|Employment
WACOM|Work activities on principal job: computer applications|Work Activities|WACOM indicates whether or not the respondent spent at least ten percent of time in his/her principal job in computer applications, programming, or systems development during a typical work week.  Other variables regarding work activities include WAACC, WAAPRSH, WABRSH, WADEV, WADSN, WAEMRL, WAMGMT, WAOT, WAPROD, WAQM, WASALE, WASVC, and WATEA.|Employment
WKSORG|Work on principal job: work with others in same organization|Work Activities|WKSORG indicates whether or not the respondent worked with other individuals within the same organization while performing his/her principal job.|Employment
WKTEAM|Work on principal job: work with immediate group or team|Work Activities|WKTEAM indicates whether or not the respondent worked with an immediate group or team in his/her principal job.|Employment
WKUSORG|Work on principal job: work with others in other US organization|Work Activities|WKUSORG indicates whether or not the respondent worked with individuals from other organizations in the US in performing his/her principal job during the week of April 1st, 2006.|Employment
SUPWK|Supervisory work|Work Activities|SUPWK indicates whether or not the respondent supervised other employees as a part of his/her principal job.|Employment
PAPERS|Number of papers (co)authored presented|Work Activities|PAPERS reports the number of papers the respondent had authored or co-authored that had been presented at conferences since October 1998.|Employment
PPRS95|Number of papers presented (intervaled)|Work Activities|PPRS95 gives the number of articles the respondent had authored or co-authored that had been published since April 1990.|Employment
PATENT|Named as inventor for U.S patent|Work Activities|PATENT indicates that the respondent had been named as an inventor for a US patent.|Employment
ARTC95|Number of articles authored (intervals)|Work Activities|ARTC95 gives the number of articles the respondent has authored or co-authored that have been published as of the reference week, grouped in intervals of 5.  The topcode is 51, meaning more than 50 of the respondent's papers were accepted for publication.  A similar variable available for other samples is ARTICLE.|Employment
ARTICLE|Number of articles authored|Work Activities|ARTICLE gives the number of articles the respondent has authored or coauthored that have been accepted for publication as of the reference week.  A similar variable is ARTC95.|Employment
PRMBR|Number of professional society memberships|Work Activities|PRMBR reports the number of professional memberships to which the respondent belonged.|Employment
PROMTGI|Attended professional meetings in past year|Work Activities|PROMTGI indicates whether or not the respondent attended a professional meeting within the last year.|Employment
BOOKSP|Books or monographs (co)authored accepted for publication indicator|Work Activities|BOOKSP reports whether or not the respondent had authored or co-authored at least one published book since October 1998|Employment
EXPECTED|Work similar to what you expected to be doing|Work Activities|EXPECTED describes how closely the respondent's work activities fit their expectations from when he/she first completed his/her highest degree.|Employment
SALARY|Salary (annualized)|Income|SALARY provides the respondent's salary for the principal job.  Respondents are asked to report their basic annual salary, excluding deductions, bonuses, overtime or additional compensation for summertime teaching or research. If the respondent is not salaried, they are asked to provide an estimate of their annual earned income, excluding business expenses.|Employment
EARN|Total earned income before deductions in previous year (public use)|Income|EARN provides a public-use and top-coded version of the respondent's earnings before deductions for the year prior to the survey.|Employment
HHINC|Total household income: 1996|Income|HHINC reports the total income of the respondent's household.|Employment
CPI2009C|CPI conversion factor - current year|Income|CPI2009C provides the CPI-U multiplier (available from the Bureau of Labor Statistics) to convert dollar figures to constant 2009 dollars for variables whose reference year is the survey year (SALARY). Multiplying dollar amounts by this variable (which is constant within years) will render them comparable across time and thus suitable for multivariate analysis. For variables that have a reference year of the previous year (EARN and HHINC), users should use CPI2009P to convert dollar figures to constant 2009 dollars.For more information on how to use CPI2009C and CPI2009P, please see the SESTAT inflation adjustment page.|Employment
CPI2009P|CPI conversion factor - previous year|Income|CPI2009P provides the CPI-U multiplier (available from the Bureau of Labor Statistics) to convert dollar figures to constant 2009 dollars for variables whose reference year is the previous year (EARN and HHINC). Multiplying dollar amounts by this variable (which is constant within years) will render them comparable across time and thus suitable for multivariate analysis. For variables that have a reference year of the survey year (SALARY), users should use CPI2009C to convert dollar figures to constant 2009 dollars.For more information on how to use CPI2009P and CPI2009C, please see the SESTAT inflation adjustment page.|Employment
ALTANY|Alternative work arrangement|Job Characteristics|ALTANY indicates whether or not the respondent has an alternative or temporary work arrangement during the reference week.  This variable has a value of yes if the respondent reported having a type of relationship with his/her principal employer such as being self-employed, job-sharing, working from home, etc.  Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTELSE, ALTEXP, ALTFAM, ALTFLEX, ALTHOME, ALTOTHR, ALTOUT, ALTPAY, ALTPRI, ALTSEAS, ALTSEC, ALTSELF, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTPRI|Main reason for alternative work arrangement|Job Characteristics|ALTPRI gives the respondent's reported primary reason for a temporary or alternative work arrangement.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTHOME,  ALTOTHR, ALTOUT, ALTPAY, ALTSEAS, ALTSELF, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTSEC|Second most important reason for alternative work arrangement|Job Characteristics|ALTSEC gives the respondent's reported second most important reason for a temporary or alternative work arrangement.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTHOME,  ALTOTHR, ALTOUT, ALTPAY, ALTSEAS, ALTSELF, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTBOSS|Reason for alternative work arrangement: own boss|Job Characteristics|ALTBOSS indicates if a respondent reported that he/she chose to have an alternative work arrangement because he/she enjoyed being their own boss, that is, that the respondent is self-employed.  Other variables giving other reasons why respondents have alternative work arrangements include ALTEXP, ALTFAM, ALTFLEX, ALTOTHR, ALTPAY, ALTSTAT, ALTTRAIN, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTEXP|Reason for alternative work arrangement: gain experience|Job Characteristics|ALTEXP indicates that the respondent chose to have an alternative or temporary work arrangement during the reference week in order to gain experience that might lead to a permanent job.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTFAM, ALTFLEX, ALTOTHR, ALTPAY, ALTSTAT, ALTTRAIN, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTFAM|Reason for alternative work arrangement: family-related reasons|Job Characteristics|ALTFAM indicates that the respondent chose to have an alternative or temporary work arrangement during the reference week because of family-related reasons.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTEXP, ALTFLEX, ALTOTHR, ALTPAY, ALTSTAT, ALTTRAIN, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTFLEX|Reason for alternative work arrangement: schedule flexibility|Job Characteristics|ALTFLEX indicates that the respondent chose to have an alternative or temporary work arrangement during the reference week to have schedule flexibility.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTEXP, ALTFAM, ALTOTHR, ALTPAY, ALTSTAT, ALTTRAIN, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTOTHR|Reason for alternative work arrangement: other|Job Characteristics|ALTOTHR indicates that the respondent chose to have an alternative or temporary work arrangement during the reference week for some reason other than the reasons listed.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTPAY, ALTSTAT, ALTTRAIN, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTPAY|Reason for alternative work arrangement: better pay|Job Characteristics|ALTPAY indicates that the respondent chose to have an alternative or temporary work arrangement during the reference week for better pay.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTOTHR, ALTSTAT, ALTTRAIN, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTSTAT|Reason for alternative work arrangement: status changed to temporary|Job Characteristics|ALTSTAT indicates that the respondent had an alternative or temporary work arrangement during the reference week because the principal employer changed the respondent's status to temporary.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTOTHR, ALTPAY, ALTTRAIN, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTTRAIN|Reason for alternative work arrangement: school or training program|Job Characteristics|ALTTRAIN indicates that the respondent had an alternative or temporary work arrangement during the reference week because respondent was in school or some type of training program.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTOTHR, ALTPAY, ALTSTAT, and ALTTYPE.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTTYPE|Reason for alternative work arrangement: only type of work I could find|Job Characteristics|ALTTYPE indicates that the respondent had an alternative or temporary work arrangement during the reference week because it was the only type of work the respondent could find.  Other variables giving other reasons why respondents have alternative work arrangements include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTOTHR, ALTPAY, ALTSTAT, and ALTTRAIN.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement.|Employment
ALTHOME|Relationship with principal employer: work from home|Job Characteristics|ALTHOME indicates that a respondent works from home for half or more of his/her work time for an alternative or temporary work arrangement.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTOTHR, ALTOUT, ALTPAY, ALTPRI, ALTSEAS, ALTSEC, ALTSELF, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTOUT|Relationship with principal employer: work contracted out by employer|Job Characteristics|ALTOUT indicates that a respondent's primary employer contracted out his/her services to other organizations, which is considered an alternative or temporary work arrangement.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTOTHR, ALTHOME, ALTPAY, ALTPRI, ALTSEAS, ALTSEC, ALTSELF, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTELSE|Relationship with principal employer: other|Job Characteristics|ALTELSE indicates that a respondent reported having an alternative or temporary work arrangement other than the options listed on the survey. The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTHOME, ALTOTHR, ALTOUT, ALTPAY, ALTPRI, ALTSEAS, ALTSEC, ALTSELF, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTSEAS|Relationship with principal employer: short term|Job Characteristics|ALTSEAS indicates that a respondent works on a seasonal or short term basis.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTHOME,  ALTOTHR, ALTOUT, ALTPAY, ALTPRI, ALTSEC, ALTSELF, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTSELF|Relationship with principal employer: self-employed|Job Characteristics|ALTSELF indicates that a respondent is self-employed, which is considered an alternative work arrangement.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTHOME,  ALTOTHR, ALTOUT, ALTPAY, ALTPRI, ALTSEC, ALTSEAS, ALTSHARE, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTSHARE|Relationship with principal employer: job sharing|Job Characteristics|ALTSHARE indicates that a respondent does job-sharing, which is considered an alternative work arrangement.  The variable ALTANY identifies respondents who reported to have an alternative work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTHOME,  ALTOTHR, ALTOUT, ALTPAY, ALTPRI, ALTSEC, ALTSEAS, ALTSELF, ALTSTAT, ALTTEMP, ALTTRAIN, and ALTTYPE.|Employment
ALTTEMP|Relationship with principal employer: temp/employment agency|Job Characteristics|ALTTEMP indicates that a respondent was working through a temporary help or employment agency during the reference week, which is considered an alternative work arrangement.  The variable ALTANY identifies respondents who reported to have an alternative or temporary work arrangement. Related variables that identify the type of alternative or temporary work arrangement or the reason why they choose to have an alternative or temporary work arrangement include ALTBOSS, ALTEXP, ALTFAM, ALTFLEX, ALTELSE, ALTHOME,  ALTOTHR, ALTOUT, ALTPAY, ALTPRI, ALTSEC, ALTSEAS, ALTSHARE, ALTSTAT, ALTSELF, ALTTRAIN, and ALTTYPE.|Employment
AREAAM95|Area or tech used during typical week: advanced materials|Job Characteristics|AREAAM95 reports whether or not the respondent, who works in research, development, and/or design, worked with advanced materials in a typical week.Users should note that the universe described by the original documentation does not exactly fit the number of logical skip cases for this variable.|Employment
AREAB95|Area or tech used during typical week: biotech|Job Characteristics|AREAB95 reports whether or not the respondent, who works in research, development, and/or design, worked with biotechnology in a typical week.Users should note that the universe described by the original documentation does not exactly fit the number of logical skip cases for this variable.|Employment
AREAHC95|Area or tech used during typical week: high performance computing|Job Characteristics|AREAHC95 reports whether or not the respondent, who works in research, development, and/or design, worked with high-performance computers in a typical week.Users should note that the universe described by the original documentation does not exactly fit the number of logical skip cases for this variable.|Employment
AREAMS95|Area or tech used during typical week: semiconductor devices|Job Characteristics|AREAMS95 reports whether or not the respondent, who works in research, development, and/or design, worked with semiconductor devices in a typical week.Users should note that the universe described by the original documentation does not exactly fit the number of logical skip cases for this variable.|Employment
AREAR95|Area or tech used during typical week: flexible manufacturing, robotics|Job Characteristics|AREAR95 reports whether or not the respondent, who works in research, development, and/or design, worked with flexible manufacturing or robotics in a typical week.Users should note that the universe described by the original documentation does not exactly fit the number of logical skip cases for this variable.|Employment
AREASF95|Area or tech used during typical week: software producibility|Job Characteristics|AREASF95 reports whether or not the respondent, who works in research, development, and/or design, worked with software producibility in a typical week.Users should note that the universe described by the original documentation does not exactly fit the number of logical skip cases for this variable.|Employment
AREASP95|Area or tech used during typical week: sensor and signal processing|Job Characteristics|AREASP95 reports whether or not the respondent, who works in research, development, and/or design, worked with sensor or signal processing in a typical week.Users should note that the universe described by the original documentation does not exactly fit the number of logical skip cases for this variable.|Employment
ENACT|Energy-related activity most involved in work|Job Characteristics|If a respondent reported to spending most of his/her work hours in energy or fuel, ENACT specifies the energy-related activity that the respondent performs.|Employment
ENSRC|Energy source involved most|Job Characteristics|If a respondent reported to spending most of his/her work hours in energy or fuel, ENSRC specifies which type of energy the respondent works with.|Employment
NRREA|Most important reason for working outside field of highest degree|Job Characteristics|NRREA reports the most important reason that the respondent was working in a field unrelated to the field of his/her highest degree. The variable NRSEC reports the second most important reason that the respondent was working in a field unrelated to the field of his/her highest degree.|Employment
NRSEC|Second most important reason for working outside field of highest degree|Job Characteristics|NRSEC reports the second most important reason that the respondent was working in a field unrelated to the field of his/her highest degree. The variable NRREA reports the most important reason that the respondent was working in a field unrelated to the field of his/her highest degree.|Employment
NRCHG|Reason for working outside field of highest degree: career change|Job Characteristics|NRCHG indicates whether or not the career change was one reason that the respondent was working in a field unrelated to the field of his/her highest degree. Other variables from this survey question include NRCON, NRFAM, NRLOC, NROCNA, NRPAY and NROT.|Employment
NRCON|Reason for working outside field of highest degree: working conditions|Job Characteristics|NRCON indicates whether or not working conditions were a reason that the respondent was working in a field unrelated to the field of his/her highest degree. Other variables from this survey question include NRCHG, NRFAM, NRLOC, NROCNA, NRPAY and NROT.|Employment
NRFAM|Reason for working outside field of highest degree: family-related reasons|Job Characteristics|NRFAM indicates whether or not family was one reason for working outside field of the respondent's highest degree. Other variables from this survey question include NRCHG, NRCON, NRLOC, NROCNA, NRPAY and NROT.|Employment
NRLOC|Reason for working outside field of highest degree: job location|Job Characteristics|NRLOC indicates whether or not job location was one reason for working outside field of the respondent's highest degree. Other variables from this survey question include NRCHG, NRCON, NRFAM, NROCNA, NRPAY and NROT.|Employment
NROCNA|Reason for working outside field of highest degree: suitable job not available|Job Characteristics|NROCNA indicates whether or not the fact that no suitable job available was one reason for working outside field of the respondent's highest degree. Other variables from this survey question include NRCHG, NRCON, NRFAM, NRLOC, NRPAY and NROT.|Employment
NROT|Reason for working outside field of highest degree: Other|Job Characteristics|NROT indicates whether or not other reason was one reason for working outside field of the respondent's highest degree. Other variables from this survey question include NRCHG, NRCON, NRFAM, NRLOC, NRPAY and NROCNA.|Employment
NRPAY|Reason for working outside field of highest degree: pay/promotion|Job Characteristics|NRPAY indicates whether or not pay or promotion was one reason for working outside field of the respondent's highest degree. Other variables from this survey question include NRCHG, NRCON, NRFAM, NRLOC, NROCNA and NROT.|Employment
JOBSATIS|Job satisfaction|Job Satisfaction|JOBSATIS reports how satisfied the respondent is with his/her current job.|Employment
SATADV|Satisfaction principal job's opportunities for advancement|Job Satisfaction|SATADV indicates whether or not the respondent is satisfied with his/her principal job's advancement opportunities.  SATADV is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATBEN, SATCHAL, SATIND, SATLOC, SATRESP, SATSAL, SATSEC, and SATSOC.|Employment
SATBEN|Satisfaction principal job benefits|Job Satisfaction|SATBEN indicates whether or not the respondent is satisfied with his/her principal job's benefits.  SATBEN is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATCHAL, SATIND, SATLOC, SATRESP, SATSAL, SATSEC, and SATSOC.|Employment
SATCHAL|Satisfaction principal job's intellectual challenge|Job Satisfaction|SATCHAL indicates whether or not the respondent is satisfied with his/her principal job's intellectual challenge.  SATCHAL is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATBEN, SATIND, SATLOC, SATRESP, SATSAL, SATSEC, and SATSOC.|Employment
SATIND|Satisfaction principal job's degree of independence|Job Satisfaction|SATIND indicates whether or not the respondent is satisfied with his/her principal job's degree of independence.  SATIND is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATBEN, SATCHAL, SATLOC, SATRESP, SATSAL, SATSEC, and SATSOC.|Employment
SATLOC|Satisfaction principal job's job location|Job Satisfaction|SATLOC indicates whether or not the respondent is satisfied with his/her principal job's location.  SATLOC is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATBEN, SATCHAL, SATIND, SATRESP, SATSAL, SATSEC, and SATSOC.|Employment
SATRESP|Satisfaction principal job's level of responsibility|Job Satisfaction|SATRESP indicates whether or not the respondent is satisfied with his/her principal job's level of responsibility.  SATRESP is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATBEN, SATCHAL, SATIND, SATLOC, SATSAL, SATSEC, and SATSOC.|Employment
SATSAL|Satisfaction principal job salary|Job Satisfaction|SATSAL indicates whether or not the respondent is satisfied with his/her principal job's salary.  SATSAL is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATBEN, SATCHAL, SATIND, SATLOC, SATRESP, SATSEC, and SATSOC.|Employment
SATSEC|Satisfaction principal job's job security|Job Satisfaction|SATSOC indicates whether or not the respondent is satisfied with his/her principal job's contribution to society.  SATSOC is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATBEN, SATCHAL, SATIND, SATLOC, SATRESP, SATSAL, and SATSEC.|Employment
SATSOC|Satisfaction principal job's contribution to society|Job Satisfaction|SATSOC indicates whether or not the respondent is satisfied with the contribution to society of his/her principal job.  SATSOC is part of a series of questions that measures the respondent's satisfaction with certain aspects of his/her principal job.  The other variables include SATADV, SATBEN, SATCHAL, SATIND, SATLOC, SATRESP, SATSAL, and SATSEC.|Employment
WKTRNI|Attended work-related training|Job Training|WKTRNI indicates whether or not the respondent had attended a work-related training, workshop, or seminar within the last twelve months, not including college coursework towards a degree program.|Employment
WTREASN|Most important reason for taking work-related training|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTREASN reports the respondent's most important reason for attending the training.|Employment
WTRADV|Reason for attending training: increase advancement opportunities|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTRADV indicates whether or not the respondent's reason for attending the training was to increase advancement opportunities. Other variables related to the reason for attending a training include WTRCHOC, WTREM, WTRLIC, WTRNEW, WTROPPS, WTROT, WTRPERS, and WTRSKL.|Employment
WTRCHG|Reason for attending training: facilitate occupation change|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTRCHG indicates whether or not the respondent's reason for attending the training was to facilitate an occupation change. Other variables related to the reason for attending a training include WTRADV, WTRCHOC, WTREM, WTRLIC, WTRNEW, WTROPPS, WTROT, WTRPERS, and WTRSKL.|Employment
WTRCHOC|Reason for attending training: facilitate occupation change to different field|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTRCHOC indicates whether or not the respondent's reason for attending the training was to facilitate an occupation change in a different field. Other variables related to the reason for attending a training include WTRADV, WTREM, WTRLIC, WTRNEW, WTROPPS, WTROT, WTRPERS, and WTRSKL.|Employment
WTREM|Reason for attending training: required/expected by employer|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTREM indicates whether or not the respondent attended the training because it was expected or required from an employer. Other variables related to the reason for attending a training include WTRADV, WTRCHG, WTRCHOC, WTRLIC, WTRNEW, WTROPPS, WTROT, WTRPERS, and WTRSKL.|Employment
WTRLIC|Reason for attending training: licensure/certification|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTRLIC indicates whether or not the respondent attended the training in order to become licensed or certified in a particular skill. Other variables related to the reason for attending a training include WTRADV, WTRCHG, WTRCHOC, WTREM, WTRNEW, WTROPPS, WTROT, WTRPERS, and WTRSKL.|Employment
WTRNEW|Reason for attending training: learn skills for recently acquired position|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTRNEW indicates whether or not the respondent attended the training in order to gain skills or knowledge for a recently acquired job. Other variables related to the reason for attending a training include WTRADV, WTRCHG, WTRCHOC, WTREM, WTRLIC, WTROPPS, WTROT, WTRPERS, and WTRSKL.|Employment
WTROPPS|Reason for attending training: increase advancement opportunities in current occupation|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTROPPS indicates whether or not the respondent attended the training in order to increase opportunities for advancement in the respondent's current position. Other variables related to the reason for attending a training include WTRADV, WTRCHG, WTRCHOC, WTREM, WTRLIC, WTRNEW, WTROT, WTRPERS, and WTRSKL.|Employment
WTROT|Reason for attending training: other|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTROT indicates whether the respondent had attended the training for a reason other than the options listed in the questionnaire.  Other variables related to the reason for attending a training include WTRADV, WTRCHG, WTRCHOC, WTREM, WTRLIC, WTRNEW, WTROPPS, WTRPERS, and WTRSKL.|Employment
WTRPERS|Reason for attending training: leisure/personal interest|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTRPERS indicates whether the respondent had attended the training for personal interest or leisure.  Other variables related to the reason for attending a training include WTRADV, WTRCHG, WTRCHOC, WTREM, WTRLIC, WTRNEW, WTROPPS, WTROT, and WTRSKL.|Employment
WTRSKL|Reason for attending training: acquire further skills/knowledge|Job Training|If a respondent had attended a work-related workshop, seminar, or training, WTRSKL indicates whether the respondent had attended the training in order to improve knowledge or skills relevant to the respondent's current occupational field.  Other variables related to the reason for attending a training include WTRADV, WTRCHG, WTRCHOC, WTREM, WTRLIC, WTRNEW, WTROPPS, WTROT, and WTRPERS.|Employment
WTAPRF|Area of work-related training: general professional training|Job Training|If a respondent had attended a work-related training, WTAPRF indicates whether the respondent had attended a general profession training workshop or seminar.  Other variables indicating the type of training a respondent might have taken include WTMGT, WTOT, and WTTECH.|Employment
WTMGT|Area of work-related training: management training|Job Training|If a respondent had attended a work-related training, WTMGT indicates whether the respondent had attended a management training workshop or seminar.  Other variables indicating the type of training a respondent might have taken include WTAPRF, WTOT, and WTTECH.|Employment
WTOT|Area of work-related training: other|Job Training|If a respondent had attended a work-related training, WTOT indicates whether the respondent had attended a training that focused on a different topic than management, general professional, or technical training in the respondent's occupational field (which were the only survey responses).  Other variables indicating the type of training a respondent might have taken include WTAPRF, WTMGT, and WTTECH.|Employment
WTTECH|Area of work-related training: technical training|Job Training|If a respondent had attended a work-related training, WTTECH indicates whether the respondent had attended a technical training in the respondent's occupational field.  Other variables indicating the type of training a respondent might have taken include WTAPRF, WTMGT, and WTOT.|Employment
OCLIC|Licensed/certified in occupation|Job Training|OCLIC indicates whether or not the respondent was licensed and/or certified in his/her occupation.|Employment
MGRNAT|Job required technical expertise: natural sciences|Job Training|MGRNAT indicates whether or not the respondent's principal job requires technical expertise at least at the bachelor's degree level in engineering, computer science, math, or natural sciences.  The variables MGRSOC and MGROTH indicate expertise requirements in social sciences or other fields, respectively.|Employment
MGROTH|Job required technical expertise: other|Job Training|MGROTH indicates whether or not the respondent's principal job requires technical expertise at least at the bachelor's degree level in a field other than the natural or social sciences.  The variables MGRNAT and MGRSOC indicate expertise requirements in natural sciences or social sciences, respectively.|Employment
MGRSOC|Job required technical expertise: social sciences|Job Training|MGRNAT indicates whether or not the respondent's principal job requires technical expertise at least at the bachelor's degree level in social sciences.  The variables MGROTH and MGRNAT indicate expertise requirements in other fields or natural sciences, respectively.|Employment
SPNAT|Technical expertise required by spouse/partner job: sciences|Job Training|SPNAT indicates whether or not the job of the respondent's spouse required the spouse to have technical expertise in engineering, computer science, math, or natural sciences at the bachelor degree level or higher.  Related variables include SPOT and SPSOC.|Employment
SPOT|Technical expertise required by spouse/partner job: other|Job Training|SPOT indicates whether or not the job of the respondent's spouse required the spouse to have technical expertise in a field other than natural or social sciences at the bachelor degree level or higher.  Related variables include SPNAT and SPSOC.|Employment
SPSOC|Technical expertise required by spouse/partner Job: social sciences|Job Training|SPSOC indicates whether or not the job of the respondent's spouse required the spouse to have technical expertise in social sciences at the bachelor degree level or higher.  Related variables include SPNAT and SPOT.|Employment
NOCMLST|Job code for last job (major group)|Work History|NOCMLST categorizes the respondent's last job into seven broad fields. The variable OCLSTPB provides this information with a finer level of detail.|Employment
OCLSTPB|Job code for last job (public use)|Work History|OCLSTP gives a detailed occupation code for the respondent's previous occupation.  NOCMLST is an aggregated version of this variable.|Employment
CHCHG|Reason for changing employer or job: change in career/professional interests|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHCHG reports whether or not a change in professional or career interests was a reason for that change.  Other reasons for changing employers or job include CHCON, CHFAM, CHLAY, CHLOC, CHOT, CHPAY, CHRET, and CHSCH.|Employment
